SpID,Grupo taxonómico,Familia,Genero,Especie,Sinonimia,Habito,Origen,Estado de conservacion,Regiones_Biogeograficas,Elevacion_Minima,Elevacion_Maxima
5956,Rosidas,MELASTOMATACEAE,Miconia,Miconia acanthocoryne,,Arbusto  Ìrbol,Nativa,No Evaluada,Andes,1570m,2000m
5957,Rosidas,MELASTOMATACEAE,Miconia,Miconia acinodendron,,Arbusto,Nativa,No Evaluada,Guayana y Serrania de La Macarena  Llanura del Caribe  Orinoquia  Valle del Magdalena,70m,700m
5958,Rosidas,MELASTOMATACEAE,Miconia,Miconia acuminifera,,Arbusto  Arbolito  Ìrbol,Nativa,No Evaluada,Andes  Valle del Cauca,950m,2200m
5959,Rosidas,MELASTOMATACEAE,Miconia,Miconia acutipetala,,Ìrbol,Nativa,No Evaluada,Amazonia,100m,100m
5960,Rosidas,MELASTOMATACEAE,Miconia,Miconia aenigmatica,,Ìrbol,Nativa,No Evaluada,Andes,2950m,3000m
5961,Rosidas,MELASTOMATACEAE,Miconia,Miconia aeruginosa,Miconia lindenii Naudin,Arbusto  Arbolito  Ìrbol,Nativa,No Evaluada,Andes  Llanura del Caribe  Orinoquia  Sierra Nevada de Santa Marta,40m,2600m
5962,Rosidas,MELASTOMATACEAE,Miconia,Miconia affinis,Miconia microcarpa DC.,Arbusto  Arbolito  Ìrbol  Trepadora,Nativa,No Evaluada,Andes  Orinoquia  Pacifico  Valle del Cauca  Valle del Magdalena,20m,2200m
5963,Rosidas,MELASTOMATACEAE,Miconia,Miconia aggregata,,Arbusto  Ìrbol,Nativa,No Evaluada,Andes,2000m,2500m
5964,Rosidas,MELASTOMATACEAE,Miconia,Miconia aguirrei,,Ìrbol,Nativa,No Evaluada,Andes,2850m,3385m
5965,Rosidas,MELASTOMATACEAE,Miconia,Miconia alata,,Arbusto,Nativa,No Evaluada,Orinoquia,220m,220m
5966,Rosidas,MELASTOMATACEAE,Miconia,Miconia albertii,,Arbusto,Nativa,No Evaluada,Andes,2500m,3000m
5967,Rosidas,MELASTOMATACEAE,Miconia,Miconia albertobrenesii,Ossaea brenesii Standl.,Arbolito  Ìrbol,Nativa,No Evaluada,Andes,550m,1250m
5968,Rosidas,MELASTOMATACEAE,Miconia,Miconia albicans,,Hierba  Subarbusto  Arbusto  Arbolito,Nativa,No Evaluada,Andes  Llanura del Caribe  Orinoquia  Sierra Nevada de Santa Marta  Valle del Cauca  Valle del Magdalena,25m,2500m
5969,Rosidas,MELASTOMATACEAE,Miconia,Miconia alboglandulosa,Ossaea asplundii Wurdack,Arbusto,Nativa,En Peligro,Andes  Pacifico,700m,1700m
5970,Rosidas,MELASTOMATACEAE,Miconia,Miconia alborosea,,Arbolito,Nativa,No Evaluada,Andes,2600m,3700m
5971,Rosidas,MELASTOMATACEAE,Miconia,Miconia alborufescens,,Arbolito,Nativa,No Evaluada,Orinoquia,150m,500m
5972,Rosidas,MELASTOMATACEAE,Miconia,Miconia alternans,,Arbusto  Ìrbol,Nativa,No Evaluada,Andes  Pacifico  Valle del Magdalena,70m,1500m
5973,Rosidas,MELASTOMATACEAE,Miconia,Miconia alypifolia,,Arbusto,Nativa,No Evaluada,Andes,2300m,3200m
5974,Rosidas,MELASTOMATACEAE,Miconia,Miconia amazonica,,Arbolito  Ìrbol,Nativa,No Evaluada,Amazonia,100m,120m
5975,Rosidas,MELASTOMATACEAE,Miconia,Miconia amblyandra,,Arbusto  Ìrbol,Nativa,No Evaluada,Andes,2490m,2770m
5976,Rosidas,MELASTOMATACEAE,Miconia,Miconia amnicola,,Arbusto,Nativa,No Evaluada,Amazonia,100m,100m
5977,Rosidas,MELASTOMATACEAE,Miconia,Miconia ampla,,Arbusto  Ìrbol,Nativa,No Evaluada,Andes  Guayana y Serrania de La Macarena  Pacifico  Valle del Magdalena,50m,1020m
5978,Rosidas,MELASTOMATACEAE,Miconia,Miconia anchicayensis,,Ìrbol,Nativa,En Peligro Critico,Andes,550m,650m
5979,Rosidas,MELASTOMATACEAE,Miconia,Miconia andreana,,Arbusto,Nativa,No Evaluada,Andes,1860m,2000m
5980,Rosidas,MELASTOMATACEAE,Miconia,Miconia anisophylla,,Arbusto,Nativa,No Evaluada,Andes  Pacifico,900m,1100m
5981,Rosidas,MELASTOMATACEAE,Miconia,Miconia annulata,,Arbusto  Ìrbol,Nativa,No Evaluada,Andes,1800m,3250m
5982,Rosidas,MELASTOMATACEAE,Miconia,Miconia antioquiensis,,Arbusto,Nativa,No Evaluada,Andes,3000m,3310m
5983,Rosidas,MELASTOMATACEAE,Miconia,Miconia aplostachya,,Hierba  Subarbusto  Arbusto  Arbolito  Ìrbol,Nativa,No Evaluada,Amazonia  Orinoquia,80m,500m
5984,Rosidas,MELASTOMATACEAE,Miconia,Miconia aponeura,,Arbusto  Arbolito  Ìrbol,Nativa,No Evaluada,Andes  Guayana y Serrania de La Macarena  Orinoquia  Pacifico  Valle del Cauca  Valle del Magdalena,320m,1700m
5985,Rosidas,MELASTOMATACEAE,Miconia,Miconia appendiculata,,Arbusto  Ìrbol,Nativa,No Evaluada,Amazonia  Andes,100m,600m
5986,Rosidas,MELASTOMATACEAE,Miconia,Miconia approximata,Clidemia densiflora (Standl.) Gleason  Henriettea densiflora (Standl.) Williams  Henriettella densiflora Standley,Arbusto  Arbolito,Nativa,Preocupacion Menor,Andes  Pacifico,0m,2010m
5987,Rosidas,MELASTOMATACEAE,Miconia,Miconia araguensis,,Arbusto  Arbolito  Ìrbol,Nativa,No Evaluada,Andes,1300m,1900m
5988,Rosidas,MELASTOMATACEAE,Miconia,Miconia archeri,,Arbusto  Ìrbol,Nativa,No Evaluada,Andes,1300m,1800m
5989,Rosidas,MELASTOMATACEAE,Miconia,Miconia argentea,,Arbolito  Ìrbol,Nativa,No Evaluada,Islas Caribenas  Orinoquia,200m,200m
5990,Rosidas,MELASTOMATACEAE,Miconia,Miconia argyrophylla,,Arbusto  Arbolito,Nativa,No Evaluada,Guayana y Serrania de La Macarena,350m,1000m
5991,Rosidas,MELASTOMATACEAE,Miconia,Miconia asclepiadea,,Hierba  Subarbusto  Arbusto  Trepadora,Nativa,No Evaluada,Andes,1200m,2600m
5992,Rosidas,MELASTOMATACEAE,Miconia,Miconia asperrima,Miconia pennellii Gleason,Arbusto  Arbolito  Ìrbol,Nativa,No Evaluada,Andes,1200m,3000m
5993,Rosidas,MELASTOMATACEAE,Miconia,Miconia astroplocama,,Arbusto  Arbolito,Nativa,No Evaluada,Andes,1260m,1260m
5994,Rosidas,MELASTOMATACEAE,Miconia,Miconia astrotricha,,Arbusto,Nativa,No Evaluada,Amazonia,210m,210m
5995,Rosidas,MELASTOMATACEAE,Miconia,Miconia atropilis,,Arbusto,Nativa,No Evaluada,Andes,2800m,3000m
5996,Rosidas,MELASTOMATACEAE,Miconia,Miconia atropurpurea,Clidemia cyanocarpa Benth.  Clidemia purpurea D.Don,Arbusto,Nativa,En Peligro,Andes  Pacifico  Valle del Magdalena,0m,1250m
5997,Rosidas,MELASTOMATACEAE,Miconia,Miconia aurantiaca,,Arbusto  Arbolito,Nativa,No Evaluada,Andes  Pacifico,200m,1330m
5998,Rosidas,MELASTOMATACEAE,Miconia,Miconia aurea,,Subarbusto  Arbusto  Ìrbol,Nativa,No Evaluada,Amazonia  Andes  Guayana y Serrania de La Macarena  Orinoquia  Valle del Magdalena,150m,1300m
5999,Rosidas,MELASTOMATACEAE,Miconia,Miconia aureoides,,Arbusto,Nativa,No Evaluada,Amazonia,600m,600m
6000,Rosidas,MELASTOMATACEAE,Miconia,Miconia barbinervis,,Arbusto  Arbolito,Nativa,No Evaluada,Andes  Orinoquia  Pacifico  Valle del Cauca  Valle del Magdalena,50m,1650m
6001,Rosidas,MELASTOMATACEAE,Miconia,Miconia bella,,Arbolito  Ìrbol,Nativa,No Evaluada,Andes  Valle del Magdalena,420m,2400m
6002,Rosidas,MELASTOMATACEAE,Miconia,Miconia bensparrei,Ossaea sparrei Wurdack,Arbusto,Nativa,En Peligro,Andes,1900m,1900m
6003,Rosidas,MELASTOMATACEAE,Miconia,Miconia benthamiana,Heterotrichum polyandrum (Benth.) Gleason,Hierba  Arbusto,Nativa,No Evaluada,Andes  Pacifico,0m,2700m
6004,Rosidas,MELASTOMATACEAE,Miconia,Miconia biappendiculata,Miconia granulosa (Bonpl.) Naudin,Ìrbol,Nativa,No Evaluada,Andes  Sierra Nevada de Santa Marta,2500m,3650m
6005,Rosidas,MELASTOMATACEAE,Miconia,Miconia biglandulosa,,Arbusto  Arbolito  Ìrbol,Nativa,No Evaluada,Amazonia  Guayana y Serrania de La Macarena,100m,300m
6006,Rosidas,MELASTOMATACEAE,Miconia,Miconia biolleyana,Clidemia biolleyana Cogn.,Arbusto  Arbolito  Ìrbol,Nativa,Vulnerable,Andes,910m,1720m
6007,Rosidas,MELASTOMATACEAE,Miconia,Miconia bipatrialis,,Arbusto,Nativa,No Evaluada,Andes,1500m,1900m
6008,Rosidas,MELASTOMATACEAE,Miconia,Miconia blakeifolia,,Arbusto  Ìrbol,Nativa,No Evaluada,Andes  Pacifico,50m,1180m
6009,Rosidas,MELASTOMATACEAE,Miconia,Miconia bordoncilloana,,Arbusto,Nativa,No Evaluada,Andes,2900m,3400m
6010,Rosidas,MELASTOMATACEAE,Miconia,Miconia borjensis,,Arbusto,Nativa,No Evaluada,Orinoquia,57m,57m
6011,Rosidas,MELASTOMATACEAE,Miconia,Miconia brachycalyx,,Arbusto  Ìrbol,Nativa,No Evaluada,Andes  Pacifico,0m,1950m
6012,Rosidas,MELASTOMATACEAE,Miconia,Miconia brachygyna,,Arbusto  Arbolito  Ìrbol,Nativa,No Evaluada,Andes  Guayana y Serrania de La Macarena,1300m,2650m
6013,Rosidas,MELASTOMATACEAE,Miconia,Miconia bracteolata,,Ìrbol,Nativa,No Evaluada,Andes,2800m,3600m
6014,Rosidas,MELASTOMATACEAE,Miconia,Miconia bractiflora,Ossaea bracteata Triana,Hierba  Subarbusto  Arbusto  Arbolito  Ìrbol  Liana,Nativa,Preocupacion Menor,Andes  Pacifico,10m,2450m
6015,Rosidas,MELASTOMATACEAE,Miconia,Miconia brevitheca,,Ìrbol,Nativa,No Evaluada,Andes,500m,1900m
6016,Rosidas,MELASTOMATACEAE,Miconia,Miconia bubalina,,Arbusto  Arbolito  Ìrbol,Nativa,No Evaluada,Amazonia  Andes  Orinoquia  Pacifico,100m,600m
6017,Rosidas,MELASTOMATACEAE,Miconia,Miconia buxifolia,,Arbusto,Nativa,No Evaluada,Andes,2200m,4100m
6018,Rosidas,MELASTOMATACEAE,Miconia,Miconia caesia,,Arbusto,Nativa,No Evaluada,Andes,1000m,3680m
6019,Rosidas,MELASTOMATACEAE,Miconia,Miconia calvescens,,Arbusto  Arbolito  Ìrbol,Nativa,No Evaluada,Amazonia,50m,920m
6020,Rosidas,MELASTOMATACEAE,Miconia,Miconia cannabina,,Ìrbol,Nativa,No Evaluada,Amazonia,100m,340m
6021,Rosidas,MELASTOMATACEAE,Miconia,Miconia capitellata,,Arbusto,Nativa,No Evaluada,Andes,1900m,2500m
6022,Rosidas,MELASTOMATACEAE,Miconia,Miconia carassana,Miconia compacta Gleason,Hierba  Arbusto  Arbolito,Nativa,No Evaluada,Amazonia  Guayana y Serrania de La Macarena,100m,310m
6023,Rosidas,MELASTOMATACEAE,Miconia,Miconia cataractae,,Ìrbol,Nativa,No Evaluada,Andes,2500m,3900m
6024,Rosidas,MELASTOMATACEAE,Miconia,Miconia caucana,,Arbusto  Ìrbol,Nativa,No Evaluada,Andes  Pacifico,190m,1100m
6025,Rosidas,MELASTOMATACEAE,Miconia,Miconia caudata,Miconia densiflora Cogn.,Arbusto  Arbolito  Ìrbol,Nativa,No Evaluada,Andes  Pacifico  Sierra Nevada de Santa Marta  Valle del Cauca  Valle del Magdalena,150m,3200m
6026,Rosidas,MELASTOMATACEAE,Miconia,Miconia cautis,,Ìrbol,Nativa,No Evaluada,Amazonia,300m,300m
6027,Rosidas,MELASTOMATACEAE,Miconia,Miconia cazaletii,,Arbusto,Nativa,No Evaluada,Amazonia,450m,450m
6028,Rosidas,MELASTOMATACEAE,Miconia,Miconia centrodesma,,Arbusto  Ìrbol,Nativa,No Evaluada,Amazonia  Andes  Guayana y Serrania de La Macarena  Pacifico  Valle del Magdalena,5m,2100m
6029,Rosidas,MELASTOMATACEAE,Miconia,Miconia centrodesmoides,,Arbusto,Nativa,No Evaluada,Andes,1300m,1600m
6030,Rosidas,MELASTOMATACEAE,Miconia,Miconia centronioides,,Ìrbol,Nativa,No Evaluada,Andes  Pacifico,5m,750m
6031,Rosidas,MELASTOMATACEAE,Miconia,Miconia chionophila,,Arbusto,Nativa,No Evaluada,Andes,2880m,4250m
6032,Rosidas,MELASTOMATACEAE,Miconia,Miconia chlorocarpa,,Arbusto  Ìrbol,Nativa,No Evaluada,Andes,2500m,3750m
6033,Rosidas,MELASTOMATACEAE,Miconia,Miconia chocoensis,Clidemia chocoensis Wurdack,Arbusto  Trepadora,Nativa,En Peligro,Andes  Pacifico,50m,950m
6034,Rosidas,MELASTOMATACEAE,Miconia,Miconia chrysocoma,,Arbusto,Nativa,No Evaluada,Andes,2490m,2580m
6035,Rosidas,MELASTOMATACEAE,Miconia,Miconia chrysophylla,,Arbusto  Ìrbol,Nativa,No Evaluada,Amazonia  Andes  Orinoquia  Valle del Magdalena,70m,1400m
6036,Rosidas,MELASTOMATACEAE,Miconia,Miconia ciliata,Miconia pileata DC.,Arbusto  Ìrbol,Nativa,No Evaluada,Amazonia  Andes  Guayana y Serrania de La Macarena  Islas Caribenas  Llanura del Caribe  Orinoquia  Valle del Cauca  Valle del Magdalena,100m,1250m
6037,Rosidas,MELASTOMATACEAE,Miconia,Miconia cionotricha,,Arbusto  Arbolito  Ìrbol,Nativa,No Evaluada,Andes  Pacifico,5m,800m
6038,Rosidas,MELASTOMATACEAE,Miconia,Miconia cladonia,Miconia rudis Cogn. & Gleason,Arbusto  Arbolito  Ìrbol,Nativa,No Evaluada,Andes,2000m,3300m
6039,Rosidas,MELASTOMATACEAE,Miconia,Miconia clathrantha,,Arbusto  Ìrbol,Nativa,No Evaluada,Andes,1500m,2100m
6040,Rosidas,MELASTOMATACEAE,Miconia,Miconia cleefii,,Arbusto,Nativa,No Evaluada,Andes,3300m,3900m
6041,Rosidas,MELASTOMATACEAE,Miconia,Miconia clypeata,,Arbusto,Nativa,No Evaluada,Andes,1600m,1950m
6042,Rosidas,MELASTOMATACEAE,Miconia,Miconia codonostigma,,Arbusto  Ìrbol,Nativa,No Evaluada,Andes,2100m,2800m
6043,Rosidas,MELASTOMATACEAE,Miconia,Miconia compressicaulis,,Arbusto,Nativa,No Evaluada,Andes,2400m,2400m
6044,Rosidas,MELASTOMATACEAE,Miconia,Miconia cordifolia,,Arbusto,Nativa,No Evaluada,Andes,1200m,3820m
6045,Rosidas,MELASTOMATACEAE,Miconia,Miconia cornuta,Sagraea cornuta Lozano & N.Ruiz-R.,Arbusto,Nativa,No Evaluada,Andes,1800m,2500m
6046,Rosidas,MELASTOMATACEAE,Miconia,Miconia coronata,,Arbusto  Ìrbol,Nativa,No Evaluada,Andes,1100m,2200m
6047,Rosidas,MELASTOMATACEAE,Miconia,Miconia coronifera,,Ìrbol,Nativa,No Evaluada,Andes,2530m,2800m
6048,Rosidas,MELASTOMATACEAE,Miconia,Miconia corymbiformis,,Arbusto,Nativa,No Evaluada,Andes,1350m,3530m
6049,Rosidas,MELASTOMATACEAE,Miconia,Miconia costaricensis,,Arbusto  Ìrbol,Nativa,No Evaluada,Andes,800m,2400m
6050,Rosidas,MELASTOMATACEAE,Miconia,Miconia crinita,,Arbusto,Nativa,No Evaluada,Andes,2400m,2600m
6051,Rosidas,MELASTOMATACEAE,Miconia,Miconia crocea,Miconia setinodis (Bonpl.) DC.,Arbusto,Nativa,No Evaluada,Andes,2600m,3380m
6052,Rosidas,MELASTOMATACEAE,Miconia,Miconia cruenta,Miconia neurocarpa Triana,Arbusto,Nativa,No Evaluada,Andes  Pacifico,520m,1200m
6053,Rosidas,MELASTOMATACEAE,Miconia,Miconia cuatrecasasii,,Arbusto,Nativa,No Evaluada,Andes,2700m,2700m
6054,Rosidas,MELASTOMATACEAE,Miconia,Miconia cundinamarcensis,,Ìrbol,Nativa,No Evaluada,Andes,960m,3300m
6055,Rosidas,MELASTOMATACEAE,Miconia,Miconia daironii,,Arbusto,Nativa,No Evaluada,Amazonia,200m,400m
6056,Rosidas,MELASTOMATACEAE,Miconia,Miconia dapsiliflora,,Arbusto,Nativa,No Evaluada,Andes,1850m,1900m
6057,Rosidas,MELASTOMATACEAE,Miconia,Miconia decipiens,Miconia nigricalyx Gleason,Arbolito  Ìrbol,Nativa,No Evaluada,Andes  Valle del Magdalena,120m,1850m
6058,Rosidas,MELASTOMATACEAE,Miconia,Miconia decurrens,,Ìrbol,Nativa,No Evaluada,Amazonia  Andes,100m,2000m
6059,Rosidas,MELASTOMATACEAE,Miconia,Miconia denticulata,,Arbusto,Nativa,No Evaluada,Andes,2050m,3400m
6060,Rosidas,MELASTOMATACEAE,Miconia,Miconia desmantha,,Arbusto  Arbolito,Nativa,No Evaluada,Andes,1600m,2080m
6061,Rosidas,MELASTOMATACEAE,Miconia,Miconia diaphanea,,Arbusto,Nativa,No Evaluada,Amazonia,150m,150m
6062,Rosidas,MELASTOMATACEAE,Miconia,Miconia difficilis,,Arbusto,Nativa,No Evaluada,Andes,2000m,2000m
6063,Rosidas,MELASTOMATACEAE,Miconia,Miconia discoidea,Sagraea discoidea Lozano & N.Ruiz-R.,Arbusto,Nativa,No Evaluada,Andes,3000m,3000m
6064,Rosidas,MELASTOMATACEAE,Miconia,Miconia divergens,,Ìrbol,Nativa,No Evaluada,Andes,1600m,2200m
6065,Rosidas,MELASTOMATACEAE,Miconia,Miconia dodecandra,,Arbolito  Ìrbol,Nativa,No Evaluada,Amazonia  Andes  Guayana y Serrania de La Macarena  Sierra Nevada de Santa Marta,775m,1950m
6066,Rosidas,MELASTOMATACEAE,Miconia,Miconia dolichopoda,,Arbusto  Arbolito  Ìrbol,Nativa,No Evaluada,Andes  Sierra Nevada de Santa Marta,1600m,2900m
6067,Rosidas,MELASTOMATACEAE,Miconia,Miconia dolichorrhyncha,Miconia pilgeriana Ule  Miconia solmsii Cogn.,Arbusto  Arbolito  Ìrbol  Epifita,Nativa,No Evaluada,Amazonia  Andes  Guayana y Serrania de La Macarena  Orinoquia  Pacifico  Valle del Cauca  Valle del Magdalena,0m,2600m
6068,Rosidas,MELASTOMATACEAE,Miconia,Miconia donaeana,,Ìrbol,Nativa,No Evaluada,Andes,590m,1000m
6069,Rosidas,MELASTOMATACEAE,Miconia,Miconia dorsiloba,,Hierba  Subarbusto  Arbusto,Nativa,No Evaluada,Andes  Pacifico  Valle del Cauca,50m,1100m
6070,Rosidas,MELASTOMATACEAE,Miconia,Miconia dunstervillei,,Ìrbol,Nativa,No Evaluada,Andes,2500m,2500m
6071,Rosidas,MELASTOMATACEAE,Miconia,Miconia elaeoides,Miconia pallida Gleason,Arbusto  Ìrbol,Nativa,No Evaluada,Andes,2200m,4300m
6072,Rosidas,MELASTOMATACEAE,Miconia,Miconia elata,,Arbusto  Ìrbol,Nativa,No Evaluada,Amazonia  Andes  Orinoquia  Pacifico  Valle del Cauca  Valle del Magdalena,60m,1500m
6073,Rosidas,MELASTOMATACEAE,Miconia,Miconia elvirae,,Ìrbol,Nativa,No Evaluada,Andes,2500m,2900m
6074,Rosidas,MELASTOMATACEAE,Miconia,Miconia emendata,,Arbusto  Ìrbol,Nativa,No Evaluada,Amazonia,100m,125m
6075,Rosidas,MELASTOMATACEAE,Miconia,Miconia eremita,,Arbusto,Nativa,No Evaluada,Andes,2000m,2100m
6076,Rosidas,MELASTOMATACEAE,Miconia,Miconia erioclada,,Ìrbol,Nativa,No Evaluada,Amazonia  Orinoquia  Valle del Magdalena,300m,855m
6077,Rosidas,MELASTOMATACEAE,Miconia,Miconia erosa,,Arbusto,Nativa,No Evaluada,Andes,2280m,2700m
6078,Rosidas,MELASTOMATACEAE,Miconia,Miconia eugenioides,,Arbusto  Arbolito,Nativa,No Evaluada,Guayana y Serrania de La Macarena,80m,700m
6079,Rosidas,MELASTOMATACEAE,Miconia,Miconia evanescens,Clidemia evanescens Almeda,Arbusto,Nativa,Preocupacion Menor,Andes  Pacifico,800m,1900m
6080,Rosidas,MELASTOMATACEAE,Miconia,Miconia filamentosa,,Arbusto  Arbolito,Nativa,No Evaluada,Amazonia,100m,100m
6081,Rosidas,MELASTOMATACEAE,Miconia,Miconia fissa,,Arbolito  Ìrbol,Nativa,No Evaluada,Guayana y Serrania de La Macarena,180m,700m
6082,Rosidas,MELASTOMATACEAE,Miconia,Miconia floribunda,,Arbusto  Arbolito  Ìrbol,Nativa,No Evaluada,Andes  Sierra Nevada de Santa Marta,1200m,3300m
6083,Rosidas,MELASTOMATACEAE,Miconia,Miconia formicaria,,Arbusto,Nativa,En Peligro,Andes,650m,810m
6084,Rosidas,MELASTOMATACEAE,Miconia,Miconia fosteri,,Ìrbol,Nativa,No Evaluada,Guayana y Serrania de La Macarena,250m,700m
6085,Rosidas,MELASTOMATACEAE,Miconia,Miconia frontinoana,,Arbusto,Nativa,No Evaluada,Andes,1500m,2000m
6086,Rosidas,MELASTOMATACEAE,Miconia,Miconia gentryi,,Ìrbol,Nativa,No Evaluada,Pacifico,1300m,1520m
6087,Rosidas,MELASTOMATACEAE,Miconia,Miconia gibba,,Arbusto,Nativa,No Evaluada,Andes,1900m,2200m
6088,Rosidas,MELASTOMATACEAE,Miconia,Miconia glaberrima,,Arbusto,Nativa,No Evaluada,Andes,1720m,3000m
6089,Rosidas,MELASTOMATACEAE,Miconia,Miconia gleasoniana,,Arbusto  Arbolito  Ìrbol,Nativa,No Evaluada,Andes,1500m,3950m
6090,Rosidas,MELASTOMATACEAE,Miconia,Miconia goniostigma,,Arbusto  Trepadora  Hemiepifita,Nativa,No Evaluada,Andes  Pacifico,25m,2350m
6091,Rosidas,MELASTOMATACEAE,Miconia,Miconia gossypina,,Arbusto,Nativa,No Evaluada,Andes,718m,900m
6092,Rosidas,MELASTOMATACEAE,Miconia,Miconia goudotii,,Arbusto  Ìrbol,Nativa,No Evaluada,Orinoquia,160m,200m
6093,Rosidas,MELASTOMATACEAE,Miconia,Miconia gracilis,,Hierba  Arbusto  Arbolito  Ìrbol,Nativa,No Evaluada,Andes  Pacifico  Valle del Cauca  Valle del Magdalena,0m,2200m
6094,Rosidas,MELASTOMATACEAE,Miconia,Miconia grandiflora,,Ìrbol,Nativa,No Evaluada,Andes,710m,3000m
6095,Rosidas,MELASTOMATACEAE,Miconia,Miconia grandifoliata,Miconia grandifolia Ule,Ìrbol,Nativa,No Evaluada,Amazonia,200m,200m
6096,Rosidas,MELASTOMATACEAE,Miconia,Miconia gratissima,,Arbusto  Arbolito,Nativa,No Evaluada,Guayana y Serrania de La Macarena,80m,80m
6097,Rosidas,MELASTOMATACEAE,Miconia,Miconia hadrophylla,,Arbusto  Ìrbol,Nativa,No Evaluada,Andes,1650m,2640m
6098,Rosidas,MELASTOMATACEAE,Miconia,Miconia harlingii,,Arbusto,Nativa,No Evaluada,Andes,2300m,3630m
6099,Rosidas,MELASTOMATACEAE,Miconia,Miconia haughtii,Pachydesmia haughtii Gleason,Arbusto,Nativa,No Evaluada,Andes,1800m,2650m
6100,Rosidas,MELASTOMATACEAE,Miconia,Miconia hematostemon,,Arbusto,Nativa,No Evaluada,Andes,2000m,2300m
6101,Rosidas,MELASTOMATACEAE,Miconia,Miconia heterotricha,,Arbusto,Nativa,No Evaluada,Andes,2438m,2438m
6102,Rosidas,MELASTOMATACEAE,Miconia,Miconia holosericea,,Arbusto  Arbolito,Nativa,No Evaluada,Amazonia  Guayana y Serrania de La Macarena  Orinoquia  Pacifico,100m,410m
6103,Rosidas,MELASTOMATACEAE,Miconia,Miconia hookeriana,,Arbusto,Nativa,No Evaluada,Amazonia,325m,325m
6104,Rosidas,MELASTOMATACEAE,Miconia,Miconia hymenanthera,,Arbusto  Trepadora,Nativa,No Evaluada,Andes,1750m,2800m
6105,Rosidas,MELASTOMATACEAE,Miconia,Miconia ibaguensis,,Hierba  Arbusto,Nativa,No Evaluada,Andes  Orinoquia  Sierra Nevada de Santa Marta  Valle del Magdalena,240m,2740m
6106,Rosidas,MELASTOMATACEAE,Miconia,Miconia idroboi,,Arbolito  Ìrbol,Nativa,No Evaluada,Amazonia  Guayana y Serrania de La Macarena,150m,850m
6107,Rosidas,MELASTOMATACEAE,Miconia,Miconia impetiolaris,,Arbusto  Ìrbol,Nativa,No Evaluada,Guayana y Serrania de La Macarena  Llanura del Caribe  Pacifico  Valle del Cauca  Valle del Magdalena,60m,1000m
6108,Rosidas,MELASTOMATACEAE,Miconia,Miconia inaequalifolia,,Arbusto  Arbolito,Nativa,No Evaluada,Amazonia  Orinoquia  Valle del Cauca,400m,700m
6109,Rosidas,MELASTOMATACEAE,Miconia,Miconia incerta,Ossaea incerta Wurdack,Arbusto,Nativa,En Peligro,Andes  Pacifico,400m,1200m
6110,Rosidas,MELASTOMATACEAE,Miconia,Miconia indicoviolacea,,Arbusto,Nativa,No Evaluada,Andes,650m,810m
6111,Rosidas,MELASTOMATACEAE,Miconia,Miconia ingens,,Ìrbol,Nativa,No Evaluada,Andes,1000m,1250m
6112,Rosidas,MELASTOMATACEAE,Miconia,Miconia insueta,,Arbusto,Nativa,No Evaluada,Sierra Nevada de Santa Marta,2670m,3300m
6113,Rosidas,MELASTOMATACEAE,Miconia,Miconia intricata,,Arbolito  Ìrbol  Trepadora,Nativa,No Evaluada,Andes  Pacifico,0m,1370m
6114,Rosidas,MELASTOMATACEAE,Miconia,Miconia jahnii,Miconia cuneifolia Gleason,Arbusto  Arbolito  Ìrbol,Nativa,No Evaluada,Andes,1100m,3700m
6115,Rosidas,MELASTOMATACEAE,Miconia,Miconia jentaculorum,,Arbusto,Nativa,No Evaluada,Andes,3100m,3300m
6116,Rosidas,MELASTOMATACEAE,Miconia,Miconia juruensis,,Ìrbol,Nativa,No Evaluada,Amazonia,200m,200m
6117,Rosidas,MELASTOMATACEAE,Miconia,Miconia kraenzlinii,,Arbusto,Nativa,No Evaluada,Andes,1400m,1400m
6118,Rosidas,MELASTOMATACEAE,Miconia,Miconia lacera,,Hierba  Subarbusto  Arbusto,Nativa,No Evaluada,Amazonia  Andes  Orinoquia  Pacifico  Valle del Cauca  Valle del Magdalena,0m,1500m
6119,Rosidas,MELASTOMATACEAE,Miconia,Miconia laetivirens,,Arbusto  Ìrbol,Nativa,No Evaluada,Andes,1820m,3680m
6120,Rosidas,MELASTOMATACEAE,Miconia,Miconia laevigata,Miconia ambigua (Bonpl.) DC.  Miconia virescens (Vahl) Triana,Ìrbol,Nativa,No Evaluada,Islas Caribenas  Llanura del Caribe  Orinoquia  Valle del Cauca  Valle del Magdalena,250m,730m
6121,Rosidas,MELASTOMATACEAE,Miconia,Miconia lamprarrhena,,Arbusto,Nativa,No Evaluada,Andes,700m,700m
6122,Rosidas,MELASTOMATACEAE,Miconia,Miconia lamprophylla,,Arbusto,Nativa,No Evaluada,Amazonia  Andes  Pacifico,30m,1120m
6123,Rosidas,MELASTOMATACEAE,Miconia,Miconia lanata,,Arbolito,Nativa,No Evaluada,Andes  Pacifico,100m,2300m
6124,Rosidas,MELASTOMATACEAE,Miconia,Miconia lasiocalyx,,Arbusto,Nativa,No Evaluada,Andes,2000m,2200m
6125,Rosidas,MELASTOMATACEAE,Miconia,Miconia lateriflora,,Arbusto  Ìrbol,Nativa,No Evaluada,Andes  Guayana y Serrania de La Macarena  Pacifico  Valle del Magdalena,0m,2150m
